BCI-AV#,English,POS,Derivation - explanation,BCI-AV#,POS,Derivation - explanation svenska ,Swedish,BCI-AV#,Norwegian,BCI-AV#,Finnish,BCI-AV#,Hungarian,BCI-AV#,German,BCI-AV#,Dutch,BCI-AV#,Afrikaans,BCI-AV#,Russian,BCI-AV#,Latvian,BCI-AV#,Polish,BCI-AV#,French,BCI-AV#,Spanish,BCI-AV#,Portugese - draft,BCI-AV#,Italian - draft,BCI-AV#,Danish - draft
25180,Sunday_(day1),YELLOW,(day + 1 + seven_(index_number): small 7 of ISO standard)  SYMBOL SYNONYM (replacing 17464),25180,YELLOW,(day + 1 + seven_(index_number): small 7 of ISO standard)  SYMBOL SYNONYM (replacing 17464),söndag (dag 1),25180,søndag (dag 1),25180,sunnuntai (päivä yksi),25180,,25180,Sonntag (Tag 1),25180,zondag (dag 1),25180,Sondag (dag 1),25180,Воскресение (день1),25180,svētdiena (1.diena),25180,,25180,,25180,Domingo (día1),25180,domingo,25180,domenica,25180,"mandag, søndag"
25181,Sunday_(day2),YELLOW,(day + 2 + seven_(index_number): small 7 of ISO standard)  SYMBOL SYNONYM (replacing 17464),25181,YELLOW,(day + 2 + seven_(index_number): small 7 of ISO standard)  SYMBOL SYNONYM (replacing 17464),söndag (dag 2),25181,søndag (dag 2),25181,sunnuntai (päivä kaksi),25181,,25181,Sonntag (Tag 2),25181,zondag (dag 2),25181,Sondag (dag 2),25181,Воскресениье (день 2),25181,svētdiena (2.diena),25181,,25181,,25181,Domingo (día2),25181,domingo,25181,domenica,25181,"mandag, søndag"
25182,Sunday_(day7),YELLOW,(day + 7 + seven_(index_number): small 7 of ISO standard)  SYMBOL SYNONYM (replacing 17464),25182,YELLOW,(day + 7 + seven_(index_number): small 7 of ISO standard)  SYMBOL SYNONYM (replacing 17464),söndag (dag 7),25182,søndag (dag 7),25182,sunnuntai (päivä seitsemän),25182,,25182,Sonntag (Tag 7),25182,zondag (dag 7),25182,Sondag (dag 7),25182,Воскресенье (день 7),25182,svētdiena (7.diena),25182,,25182,,25182,Domingo (día7),25182,domingo,25182,domenica,25182,"mandag, søndag"
25183,"supporters,cheering_section",BLUE,(group + support_(oral) + intensity),25183,BLUE,(group + support_(oral) + intensity),"supportrar, hejarklack",25183,supportere,25183,kannattajat,25183,,25183,"Fans, Anhänger, Anhängerin, Anhängerschaft",25183,supporters,25183,"ondersteuners, toeskouers juigende",25183,"сторонники, группа поддержки",25183,"atbalstītāji, karsējmeiteņu grupa",25183,,25183,,25183,"hinchada, fanáticos",25183,,25183,,25183,
25184,Switzerland,YELLOW,(country + clock + thing indicator),25184,YELLOW,(country + clock + thing indicator),Schweiz,25184,Sveits,25184,Sveitsi,25184,,25184,Schweiz,25184,Zwitserland,25184,Switserland,25184,Швейцария,25184,Šveice,25184,,25184,,25184,Suiza,25184,Suiça,25184,Svizzera,25184,
25186,take_off_(rocket)-(to),RED,(takeoff_(rocket) + action indicator),25186,RED,(takeoff_(rocket) + action indicator),starta (rymdraket),25186,skyte ut (romrakett),25186,nousta ilmaan (raketti),25186,,25186,abheben (Rakete),25186,opstijgen-(raket),25186,opstyg (vuurpyl) (om te),25186,"взлетать, запускать (ракета)",25186,"pacelšanās, startēšana (raķete)",25186,,25186,,25186,despegar,25186,descolagem,25186,decollare (missile),25186,(at) lette (raket)
25187,takeoff_(rocket),YELLOW,"(rocket,spaceship + intensity)",25187,YELLOW,"(rocket,spaceship + intensity)",start (rymdraket),25187,utskytning (romrakett),25187,raketin lähtö,25187,,25187,"Abflug, Abhebung, Raketenstart (Raket)",25187,"takeoff (raket), het opstijgen (raket)",25187,opstyg (vuurpyl),25187,запуск (ракета),25187,"pacelšānās, startēšana (raķetes)",25187,,25187,,25187,despegue,25187,,25187,,25187,
25189,technology,YELLOW,(generalization + machine),25189,YELLOW,(generalization + machine),teknik,25189,teknikk,25189,teknologia,25189,,25189,"Technik, Technologie",25189,technologie,25189,tegnologie,25189,технология,25189,tehnoloģija,25189,,25189,,25189,tecnología,25189,"tecnologia, engenharia",25189,"tecnologia, ingegneria",25189,
25190,The_Groke,BLUE,"(imaginary person + coldness,cold: Literary figure in the Moomin books by Tove Jansson - She is cold and ghostlike, and represents loneliness and all that is scary in the world of Moomin.)",25190,BLUE,"(imaginary person + coldness,cold: Literary figure in the Moomin books by Tove Jansson - She is cold and ghostlike, and represents loneliness and all that is scary in the world of Moomin.)",Mårran,25190,Hufsa,25190,Mörkö,25190,,25190,Morra,25190,de Groke (fantasiefiguur),25190,The Groke,25190,Морра,25190,Morra,25190,,25190,,25190,El Groke,25190,,25190,,25190,
25191,theft,YELLOW,(receiving + negative),25191,YELLOW,(receiving + negative),stöld ,25191,tyveri,25191,varastettu tavara,25191,,25191,Diebstahl,25191,diefstal,25191,diefstal,25191,"кража, воровство",25191,"zādzība, zagšana",25191,,25191,,25191,robo,25191,,25191,,25191,
25192,"thrilling,scary",GREEN,"(feeling + expectation,anticipation + intensity + description indicator)",25192,GREEN,"(feeling + expectation,anticipation + intensity + description indicator)","spännande, skrämmande",25192,"spennende, skremmende",25192,pelottava,25192,,25192,"aufregend, spannend, furchterregend, unheimlich, gruselig",25192,"spannend, eng",25192,skrikwekkend,25192,"волнительно, страшно",25192,"aizgrābjošs, saviļņojošs, biedējošs",25192,,25192,,25192,"suspenso, emocionante",25192,assustador,25192,spaventoso,25192,skræmmende
25193,Thursday_(day4),YELLOW,(day + 4 + four_(index_number): small 4 of ISO standard)  SYMBOL SYNONYM (replacing 17728),25193,YELLOW,(day + 4 + four_(index_number): small 4 of ISO standard)  SYMBOL SYNONYM (replacing 17728),torsdag (dag 4),25193,torsdag (dag 4),25193,torstai (päivä neljä),25193,,25193,Donnerstag (Tag 4),25193,donderdag (dag 4),25193,Donderday (dag 4),25193,Четверг (день 4),25193,ceturtdiena (4.diena),25193,,25193,,25193,Jueves (día4),25193,quinta-feira,25193,giovedì,25193,"fredag, torsdag"
25194,Thursday_(day5),YELLOW,(day + 5 + four_(index_number): small 4 of ISO standard)  SYMBOL SYNONYM (replacing 17728),25194,YELLOW,(day + 5 + four_(index_number): small 4 of ISO standard)  SYMBOL SYNONYM (replacing 17728),torsdag (dag 5),25194,torsdag (dag 5),25194,torstai (päivä viisi),25194,,25194,Donnerstag (Tag 5),25194,donderdag (dag 5),25194,Donderday (dag 5),25194,Четверг (день 5),25194,ceturdiena (5.diena),25194,,25194,,25194,Jueves (día5),25194,quinta-feira,25194,giovedì,25194,"fredag, torsdag"
25195,Thursday_(day6),YELLOW,(day + 6 + four_(index_number): small 4 of ISO standard)  SYMBOL SYNONYM (replacing 17728),25195,YELLOW,(day + 6 + four_(index_number): small 4 of ISO standard)  SYMBOL SYNONYM (replacing 17728),torsdag (dag 6),25195,torsdag (dag 6),25195,torstai (päivä kuusi),25195,,25195,Donnerstag (Tag 6),25195,donderdag (dag 6),25195,Donderday (dag 6),25195,Четверг (день 6),25195,ceturtdiena (6.diena),25195,,25195,,25195,Jueves (día6),25195,quinta-feira,25195,giovedì,25195,"fredag, torsdag"
25196,Toffle,BLUE,"(imaginary person + sadness,sorrow,unhappiness: Literary figure in the Moomin books by Tove Jansson - Toffles are small creatures, shy, scared and confused. ""Toffle"" is the main character in Who Will Comfort Toffle?.)",25196,BLUE,"(imaginary person + sadness,sorrow,unhappiness: Literary figure in the Moomin books by Tove Jansson - Toffles are small creatures, shy, scared and confused. ""Toffle"" is the main character in Who Will Comfort Toffle?.)",Knyttet,25196,Knøttet ,25196,Nyyti,25196,,25196,Lillan,25196,Toffle (fantasiefiguur),25196,Toffle,25196,Тофл,25196,Tofle,25196,,25196,,25196,Toffle,25196,,25196,,25196,
25198,"tour,sightseeing",YELLOW,"(move,movement + to see)",25198,YELLOW,"(move,movement + to see)","rundtur, sightseeing",25198,"rundtur, sightseeing",25198,"kiertoajelu, nähtävyyksien katselu",25198,,25198,"Rundfahrt, Besichtigung, Sightseeing",25198,"rondreis, sightseeing",25198,"besigtigings, toer",25198,"тур, путешествие",25198,"ekskursija, ievērojamu vietu apskates ekskursija",25198,,25198,,25198,tour,25198,,25198,,25198,
25199,trap,YELLOW,(thing + capture + plan),25199,YELLOW,(thing + capture + plan),fälla,25199,felle,25199,ansa,25199,,25199,Falle,25199,valstrik,25199,strik lokval,25199,"ловушка, капкан",25199,slazds,25199,,25199,,25199,trampa,25199,armadilha,25199,trappola,25199,
25200,trap-(to),RED,(trap + action indicator),25200,RED,(trap + action indicator),fånga (i fälla),25200,fange (i felle),25200,virittää ansa,25200,,25200,fangen (in einer Falle),25200,"verstrikken, in de val lokken",25200,strik lokval (om te),25200,"ловить, поймать в капкан",25200,noķert slazdā,25200,,25200,,25200,atrapar,25200,,25200,,25200,
25201,"hidden_treasure,treasure_trove",YELLOW,(jewel + secret),25201,YELLOW,(jewel + secret),skatt (hemlig),25201,skatt (hemmelig),25201,"kätketty aarre, aarrekätkö",25201,,25201,Schatz (geheim),25201,schat (verborgen),25201,verborge skat,25201,"клад, тайное сокровище",25201,apslēptās bagātības,25201,,25201,,25201,tesoro escondido,25201,,25201,,25201,
25202,"tropical_rain_forest,jungle",YELLOW,(grove + equator: grove representing forest [contr.]),25202,YELLOW,(grove + equator: grove representing forest [contr.]),"regnskog, djungel",25202,"regnskog, jungel",25202,"sademetsä, viidakko",25202,,25202,"Dschungel, Urwald",25202,tropisch regenwoud,25202,tropiese reënwoud bosse wildernis,25202,"тропический лес, джунгли",25202,"tropu lietus, lietusmežs, džungļi",25202,,25202,,25202,jungla,25202,selva,25202,giungla,25202,jungle
25203,Tuesday_(day2),YELLOW,(day + 2 + two_(index_number): small 2 of ISO standard)  SYMBOL SYNONYM (replacing 17790),25203,YELLOW,(day + 2 + two_(index_number): small 2 of ISO standard)  SYMBOL SYNONYM (replacing 17790),tisdag (dag 2),25203,tirsdag (dag 2),25203,tiistai (päivä kaksi),25203,,25203,Dienstag (Tag 2),25203,dinsdag (dag 2),25203,Dinsdag (dag 2),25203,Вторник (день 2),25203,otrdiena (2.diena),25203,,25203,,25203,Martes (día2),25203,terça-feira,25203,martedì,25203,"onsdag, tirsdag"
25204,Tuesday_(day3),YELLOW,(day + 3 + two_(index_number): small 2 of ISO standard)  SYMBOL SYNONYM (replacing 17790),25204,YELLOW,(day + 3 + two_(index_number): small 2 of ISO standard)  SYMBOL SYNONYM (replacing 17790),tisdag (dag 3),25204,tirsdag (dag 3),25204,tiistai (päivä kolme),25204,,25204,Dienstag (Tag 3),25204,dinsdag (dag 3),25204,Dinsdag (dag 3),25204,Вторний (день3),25204,otrdiena (3.diena,25204,,25204,,25204,Martes (día3),25204,terça-feira,25204,martedì,25204,"onsdag, tirsdag"
25205,Tuesday_(day4),YELLOW,(day + 4 + two_(index_number): small 2 of ISO standard)  SYMBOL SYNONYM (replacing 17790),25205,YELLOW,(day + 4 + two_(index_number): small 2 of ISO standard)  SYMBOL SYNONYM (replacing 17790),tisdag (dag 4),25205,tirsdag (dag 4),25205,tiistai (päivä neljä),25205,,25205,Dienstag (Tag 4),25205,dinsdag (dag 4),25205,Dinsdag (dag 4),25205,Вторник (день 4),25205,otrdiena (4.diena),25205,,25205,,25205,Martes (día4),25205,terça-feira,25205,martedì,25205,"onsdag, tirsdag"
25206,Turkey,YELLOW,(country + bazaar),25206,YELLOW,(country + bazaar),Turkiet,25206,Tyrkia,25206,Turkki,25206,,25206,Türkei,25206,Turkije,25206,Turkye,25206,Турция,25206,Turcija,25206,,25206,,25206,Turquía,25206,Turquia,25206,Turchia,25206,Tyrkiet
25207,Ukraine,YELLOW,(country + wheat),25207,YELLOW,(country + wheat),Ukraina,25207,Ukraina,25207,Ukraina,25207,,25207,Ukraine,25207,Oekraïne,25207,Oekraïne,25207,Украина,25207,Ukraina,25207,,25207,,25207,Ucrania,25207,Ucrânia,25207,Ucraina,25207,Ukraine
25208,"usually_do,habitually_do-(to)",YELLOW,"(habit,custom + action indicator)",25208,YELLOW,"(habit,custom + action indicator)","bruka, ha för vana",25208,"bruke, ha for vane",25208,"tehdä tavallisesti, tehdä useimmiten",25208,,25208,"normalerweise, meistens, gewöhnlich",25208,gewoon zijn om,25208,om gewoonlik te doen,25208,иметь привычку,25208,"parasti darīt, ierasti darīt",25208,,25208,,25208,"generalmente hacer, habitualmente hacer",25208,,25208,,25208,
25209,vampire,BLUE,(imaginary person + blood),25209,BLUE,(imaginary person + blood),vampyr,25209,vampyr,25209,vampyyri,25209,,25209,Vampir,25209,vampier,25209,vampier,25209,вампир,25209,vampīrs,25209,,25209,,25209,vampiro,25209,vampiro,25209,vampiro,25209,vampyr
25210,warn-(to),RED,(warning + action indicator),25210,RED,(warning + action indicator),varna ,25210,advare,25210,varoittaa,25210,,25210,warnen,25210,waarschuwen,25210,waarsku (om te),25210,предупредить,25210,brīdināt,25210,,25210,,25210,advertir,25210,avisar,25210,avvertire,25210,(at) advare
25211,warning,YELLOW,"(say,speak,talk,tell,express-(to) + danger)",25211,YELLOW,"(say,speak,talk,tell,express-(to) + danger)",varning,25211,advarsel,25211,varoitus,25211,,25211,"Warnung, Mahnung",25211,waarschuwing,25211,waarskuwing,25211,предупреждение,25211,brīdinājums,25211,,25211,,25211,advertencia,25211,,25211,,25211,
25212,"wave_power,wave_energy",YELLOW,(energy + wave),25212,YELLOW,(energy + wave),vågkraft,25212,bølgekraft,25212,"aaltovoima, aaltoenergia",25212,,25212,Wellenkraft,25212,golfenergie,25212,"golfkrag, golf energie",25212,энергия волн,25212,"viļņu enerģija, viļņu elektronenerģija",25212,,25212,,25212,energía de las olas,25212,,25212,,25212,
25213,weapon,YELLOW,(tool + death),25213,YELLOW,(tool + death),vapen,25213,våpen,25213,ase,25213,,25213,Waffe,25213,wapen,25213,wapen,25213,оружие,25213,ierocis,25213,,25213,,25213,arma,25213,arma,25213,arma,25213,
25214,Wednesday_(day3),YELLOW,(day + 3 + three_(index_number): small 3 of ISO standard)  SYMBOL SYNONYM (replacing 18216),25214,YELLOW,(day + 3 + three_(index_number): small 3 of ISO standard)  SYMBOL SYNONYM (replacing 18216),onsdag (dag 3),25214,onsdag (dag 3),25214,keskiviikko (päivä neljä),25214,,25214,Mittwoch (Tag 3),25214,woensdag (dag 3),25214,Woensdag (dag 3),25214,Среда (день 3),25214,trešdiena (3.diena),25214,,25214,,25214,Míercoles (día3),25214,quarta-feira,25214,mercoledì,25214,"torsdag, onsdag"
25215,Wednesday_(day4),YELLOW,(day + 4 + three_(index_number): small 3 of ISO standard)  SYMBOL SYNONYM (replacing 18216),25215,YELLOW,(day + 4 + three_(index_number): small 3 of ISO standard)  SYMBOL SYNONYM (replacing 18216),onsdag (dag 4),25215,onsdag (dag 4),25215,keskiviikko (päivä viisi),25215,,25215,Mittwoch (Tag 4),25215,woensdag (dag 4),25215,Woensdag (dag 4),25215,Среда (день 4),25215,trešdiena (4.diena),25215,,25215,,25215,Míercoles (día4),25215,quarta-feira,25215,mercoledì,25215,"torsdag, onsdag"
25216,Wednesday_(day5),YELLOW,(day + 5 + three_(index_number): small 3 of ISO standard)  SYMBOL SYNONYM (replacing 18216),25216,YELLOW,(day + 5 + three_(index_number): small 3 of ISO standard)  SYMBOL SYNONYM (replacing 18216),onsdag (dag 5),25216,onsdag (dag 5),25216,keskiviikko (päivä kuusi),25216,,25216,Mittwoch (Tag 5),25216,woensdag (dag 5),25216,Woensdag (dag 5),25216,Среда (день 5),25216,trešdiena (5.diena),25216,,25216,,25216,Míercoles (día5),25216,quarta-feira,25216,mercoledì,25216,"torsdag, onsdag"
25217,weekend,YELLOW,(end + week) (Added week day number neutral) SYMBOL SYNONYM,25217,YELLOW,(end + week) (Added week day number neutral) SYMBOL SYNONYM,veckoslut,25217,ukeslutt,25217,viikonloppu,25217,,25217,Wochenende,25217,weekend,25217,naweek,25217,"конец недели, выходные",25217,nedēļas nogale,25217,,25217,,25217,fin de semana,25217,fim-de-semana,25217,fine settimana,25217,weekend
25218,werewolf,BLUE,(imaginary person + wolf),25218,BLUE,(imaginary person + wolf),varulv,25218,varulv,25218,Ihmissusi,25218,,25218,Werwolf,25218,weerwolf,25218,weerwolf,25218,оборотень,25218,vilkacis,25218,,25218,,25218,hombre lobo,25218,lobo mau,25218,trottola,25218,
25220,"wind_power,wind_energy,wind_farm",YELLOW,(energy + wind),25220,YELLOW,(energy + wind),vindkraft,25220,vindkraft,25220,"tuulivoima, tuulienergia",25220,,25220,Windkraft,25220,"windenergie, windkracht",25220,"windkrag, wind energie, windplaas",25220,энергия ветра,25220,"vēja enerģija, vēja elektroenerģija, vēja turbīnas",25220,,25220,,25220,energía eolica,25220,,25220,,25220,
25221,"worn-out,raddled",GREEN,"(usage,use + end + description indicator)",25221,GREEN,"(usage,use + end + description indicator)","utsliten, utnött",25221,"utslitt, utbrukt",25221,"loppuunkulunut, loppuunkäytetty",25221,,25221,"abgenutzt, ausgetreten",25221,versleten,25221,uitgeput,25221,изношенный,25221,"novalkāts, apbružāts",25221,,25221,,25221,desgastado,25221,,25221,,25221,
25222,zombie,BLUE,(imaginary person + dead + walk),25222,BLUE,(imaginary person + dead + walk),zombie,25222,zombie,25222,"Zombie, Zombi, elävä kuollut",25222,,25222,Zombie,25222,zombie,25222,zombie,25222,зомби,25222,zombijs,25222,,25222,,25222,zombie,25222,,25222,,25222,
25223,"touch,touching",YELLOW,(activity + hand),25223,YELLOW,(activity + hand),beröring,25223,berøring,25223,"koskettaminen, kosketus",25223,,25223,Berührung,25223,aanraking,25223,voel vat aanraak,25223,"прикосновение, касание",25223,"pieskāriens, skāriens, pieskaršanās",25223,,25223,,25223,toque,25223,,25223,,25223,
25250,"airforce,air_force",BLUE,"(military,armed_forces,armed_services + sky)",25250,BLUE,"(military,armed_forces,armed_services + sky)",flygvapen,25250,flyvåpen,25250,ilmavoimat,25250,,25250,Luftwaffe,25250,luchtmacht,25250,lugmag,25250,военно-воздушные силы,25250,"gaisa spēki, gaisa karflote",25250,,25250,,25250,fuerza aérea,25250,,25250,aviazione,25250,luftvåben
